query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.36800_t,SLC,,P48066,1.73e-43,Sodium- and chloride-dependent GABA transporter 3 (GAT-3) (Solute carrier family 6 member 11),amino acid transport [GO:0006865]; gamma-aminobutyric acid reuptake [GO:0051936]; monocarboxylic acid transport [GO:0015718]; response to xenobiotic stimulus [GO:0009410]; sodium ion transmembrane transport [GO:0035725],GO:0005332; GO:0005369; GO:0005886; GO:0006865; GO:0008028; GO:0009410; GO:0015718; GO:0016020; GO:0016597; GO:0035725; GO:0042734; GO:0042995; GO:0045211; GO:0051936; GO:0098982,cell projection [GO:0042995]; GABA-ergic synapse [GO:0098982]; membrane [GO:0016020]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; presynaptic membrane [GO:0042734],amino acid binding [GO:0016597]; gamma-aminobutyric acid:sodium:chloride symporter activity [GO:0005332]; monocarboxylic acid transmembrane transporter activity [GO:0008028]; taurine:sodium symporter activity [GO:0005369],Sodium- and chloride-dependent GABA transporter 3
Porites_compressa_HIv1___RNAseq.36970_t,SLC,,Q3U9N9,2.63e-50,Monocarboxylate transporter 10 (MCT 10) (Aromatic amino acid transporter 1) (Solute carrier family 16 member 10) (T-type amino acid transporter 1),aromatic amino acid transport [GO:0015801]; thyroid hormone generation [GO:0006590]; thyroid hormone transport [GO:0070327]; thyroid-stimulating hormone secretion [GO:0070460],GO:0005302; GO:0006590; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0030054; GO:0043231; GO:0070327; GO:0070460,basolateral plasma membrane [GO:0016323]; cell junction [GO:0030054]; intracellular membrane-bounded organelle [GO:0043231],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349],Monocarboxylate transporter 10
Porites_compressa_HIv1___RNAseq.5650_t,SLC,,Q75N73,1.46e-105,Metal cation symporter ZIP14 (Factor for adipocyte differentiation 123) (FAD-123) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14),cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; chondrocyte differentiation [GO:0002062]; gluconeogenesis [GO:0006094]; inorganic cation transmembrane transport [GO:0098662]; insulin receptor signaling pathway [GO:0008286]; intracellular zinc ion homeostasis [GO:0006882]; iron import into cell [GO:0033212]; iron ion transmembrane transport [GO:0034755]; iron ion transport [GO:0006826]; manganese ion homeostasis [GO:0055071]; manganese ion transmembrane transport [GO:0071421]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; regulation of hormone levels [GO:0010817]; zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829],GO:0002062; GO:0005381; GO:0005384; GO:0005385; GO:0005765; GO:0005886; GO:0006094; GO:0006826; GO:0006829; GO:0006882; GO:0008286; GO:0010817; GO:0015086; GO:0015093; GO:0015296; GO:0016323; GO:0016324; GO:0031901; GO:0031902; GO:0032869; GO:0033212; GO:0034755; GO:0045745; GO:0055071; GO:0071333; GO:0071421; GO:0071577; GO:0071578; GO:0098662; GO:0140410,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886],cadmium ion transmembrane transporter activity [GO:0015086]; ferrous iron transmembrane transporter activity [GO:0015093]; iron ion transmembrane transporter activity [GO:0005381]; manganese ion transmembrane transporter activity [GO:0005384]; monoatomic anion:monoatomic cation symporter activity [GO:0015296]; monoatomic cation:bicarbonate symporter activity [GO:0140410]; zinc ion transmembrane transporter activity [GO:0005385],Metal cation symporter ZIP14
Porites_compressa_HIv1___RNAseq.5651_t,SLC,,Q75N73,5.07e-105,Metal cation symporter ZIP14 (Factor for adipocyte differentiation 123) (FAD-123) (Solute carrier family 39 member 14) (Zrt- and Irt-like protein 14) (ZIP-14),cellular response to glucose stimulus [GO:0071333]; cellular response to insulin stimulus [GO:0032869]; chondrocyte differentiation [GO:0002062]; gluconeogenesis [GO:0006094]; inorganic cation transmembrane transport [GO:0098662]; insulin receptor signaling pathway [GO:0008286]; intracellular zinc ion homeostasis [GO:0006882]; iron import into cell [GO:0033212]; iron ion transmembrane transport [GO:0034755]; iron ion transport [GO:0006826]; manganese ion homeostasis [GO:0055071]; manganese ion transmembrane transport [GO:0071421]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; regulation of hormone levels [GO:0010817]; zinc ion import across plasma membrane [GO:0071578]; zinc ion transmembrane transport [GO:0071577]; zinc ion transport [GO:0006829],GO:0002062; GO:0005381; GO:0005384; GO:0005385; GO:0005765; GO:0005886; GO:0006094; GO:0006826; GO:0006829; GO:0006882; GO:0008286; GO:0010817; GO:0015086; GO:0015093; GO:0015296; GO:0016323; GO:0016324; GO:0031901; GO:0031902; GO:0032869; GO:0033212; GO:0034755; GO:0045745; GO:0055071; GO:0071333; GO:0071421; GO:0071577; GO:0071578; GO:0098662; GO:0140410,apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; early endosome membrane [GO:0031901]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886],cadmium ion transmembrane transporter activity [GO:0015086]; ferrous iron transmembrane transporter activity [GO:0015093]; iron ion transmembrane transporter activity [GO:0005381]; manganese ion transmembrane transporter activity [GO:0005384]; monoatomic anion:monoatomic cation symporter activity [GO:0015296]; monoatomic cation:bicarbonate symporter activity [GO:0140410]; zinc ion transmembrane transporter activity [GO:0005385],Metal cation symporter ZIP14
Porites_compressa_HIv1___RNAseq.8865_t,"SLC, Bhattacharya2016",SLC9A3,P48763,4e-172,Sodium/hydrogen exchanger 2 (H7) (Na(+)/H(+) exchanger 2) (NHE-2) (Solute carrier family 9 member 2),epithelial cell differentiation [GO:0030855]; potassium ion transmembrane transport [GO:0071805]; protein localization [GO:0008104]; regulation of intracellular pH [GO:0051453]; regulation of pH [GO:0006885]; sodium ion import across plasma membrane [GO:0098719]; sodium ion transmembrane transport [GO:0035725]; sodium ion transport [GO:0006814],GO:0005886; GO:0006814; GO:0006885; GO:0008104; GO:0015385; GO:0015386; GO:0016324; GO:0030855; GO:0035725; GO:0051453; GO:0071805; GO:0098719,apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385],SLC9A3
Porites_compressa_HIv1___RNAseq.9993_t,calcium,,P00592,2.07e-20,"Phospholipase A2, major isoenzyme (EC 3.1.1.4) (Group IB phospholipase A2) (Phosphatidylcholine 2-acylhydrolase 1B)",cellular response to insulin stimulus [GO:0032869]; fatty acid biosynthetic process [GO:0006633]; intracellular signal transduction [GO:0035556]; leukotriene biosynthetic process [GO:0019370]; lipid catabolic process [GO:0016042]; neutrophil chemotaxis [GO:0030593]; neutrophil mediated immunity [GO:0002446]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylglycerol metabolic process [GO:0046471]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of immune response [GO:0050778]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of podocyte apoptotic process [GO:1904635]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of D-glucose import [GO:0046324],GO:0002446; GO:0004623; GO:0005102; GO:0005509; GO:0005543; GO:0005576; GO:0006633; GO:0008284; GO:0009986; GO:0010524; GO:0016042; GO:0019370; GO:0030593; GO:0032052; GO:0032757; GO:0032869; GO:0035556; GO:0043410; GO:0045944; GO:0046324; GO:0046470; GO:0046471; GO:0047498; GO:0048146; GO:0050778; GO:1904635,cell surface [GO:0009986]; extracellular region [GO:0005576],bile acid binding [GO:0032052]; calcium ion binding [GO:0005509]; calcium-dependent phospholipase A2 activity [GO:0047498]; phospholipase A2 activity [GO:0004623]; phospholipid binding [GO:0005543]; signaling receptor binding [GO:0005102],"Phospholipase A2, major isoenzyme"
Porites_compressa_HIv1___RNAseq.g10064.t1,SLC,,A1L1W9,1.09e-53,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Porites_compressa_HIv1___RNAseq.g10066.t1a,SLC,,A1L1W9,4.34e-59,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),aromatic amino acid transport [GO:0015801]; thyroid hormone transport [GO:0070327],GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]; L-phenylalanine transmembrane transporter activity [GO:0015192]; L-tryptophan transmembrane transporter activity [GO:0015196]; L-tyrosine transmembrane transporter activity [GO:0005302]; thyroid hormone transmembrane transporter activity [GO:0015349]; transmembrane transporter activity [GO:0022857],Monocarboxylate transporter 10
Porites_compressa_HIv1___RNAseq.g10222.t1,"TRP, calcium",,Q6RI86,1.88e-126,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g10260.t1,aquaporin,,Q9NHW7,6.26e-66,Aquaporin AQPAe.a,,GO:0005886; GO:0015267,plasma membrane [GO:0005886],channel activity [GO:0015267],Aquaporin AQPAe.a
Porites_compressa_HIv1___RNAseq.g10261.t1,aquaporin,,O77750,5.87e-65,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),cerebrospinal fluid circulation [GO:0090660]; intracellular water homeostasis [GO:0009992]; multicellular organismal-level water homeostasis [GO:0050891]; protein homotetramerization [GO:0051289]; water transport [GO:0006833],GO:0005576; GO:0005886; GO:0006833; GO:0009992; GO:0010008; GO:0015250; GO:0016323; GO:0042383; GO:0050891; GO:0051289; GO:0090660; GO:0097450,astrocyte end-foot [GO:0097450]; basolateral plasma membrane [GO:0016323]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],water channel activity [GO:0015250],Aquaporin-4
Porites_compressa_HIv1___RNAseq.g10265.t1,SLC,,Q6GM59,2.3e-29,Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12),creatine transmembrane transport [GO:0015881]; creatinine metabolic process [GO:0046449],GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0022857; GO:0046449,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],creatine transmembrane transporter activity [GO:0005308]; transmembrane transporter activity [GO:0022857]; uniporter activity [GO:0015292],Monocarboxylate transporter 12
Porites_compressa_HIv1___RNAseq.g10266.t1,SLC,,Q6ZSM3,7.04e-18,Monocarboxylate transporter 12 (MCT 12) (Creatine transporter 2) (CRT2) (Solute carrier family 16 member 12),creatine transmembrane transport [GO:0015881]; creatinine metabolic process [GO:0046449]; transport across blood-brain barrier [GO:0150104],GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0022857; GO:0046449; GO:0150104,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],creatine transmembrane transporter activity [GO:0005308]; transmembrane transporter activity [GO:0022857]; uniporter activity [GO:0015292],Monocarboxylate transporter 12
Porites_compressa_HIv1___RNAseq.g10269.t1,SLC,,Q8BGC3,3.99e-16,Monocarboxylate transporter 12 (MCT 12) (Solute carrier family 16 member 12),creatine transmembrane transport [GO:0015881]; creatinine metabolic process [GO:0046449],GO:0005308; GO:0005886; GO:0015292; GO:0015881; GO:0016323; GO:0046449,basolateral plasma membrane [GO:0016323]; plasma membrane [GO:0005886],creatine transmembrane transporter activity [GO:0005308]; uniporter activity [GO:0015292],Monocarboxylate transporter 12
Porites_compressa_HIv1___RNAseq.g10512.t1,SLC,,Q0VGW6,0,Solute carrier family 12 member 9 (Cation-chloride cotransporter-interacting protein 1),cell volume homeostasis [GO:0006884]; chloride ion homeostasis [GO:0055064]; chloride transmembrane transport [GO:1902476]; potassium ion homeostasis [GO:0055075],GO:0005765; GO:0005886; GO:0006884; GO:0015379; GO:0055064; GO:0055075; GO:1902476,lysosomal membrane [GO:0005765]; plasma membrane [GO:0005886],potassium:chloride symporter activity [GO:0015379],Solute carrier family 12 member 9
