query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Porites_compressa_HIv1___RNAseq.g39731.t1	Q01063	0	3',5'-cyclic-AMP phosphodiesterase 4D (EC 3.1.4.53) (DPDE3) (cAMP-specific phosphodiesterase 4D)	cAMP catabolic process [GO:0006198]; cAMP/PKA signal transduction [GO:0141156]; cellular response to cAMP [GO:0071320]; cellular response to epinephrine stimulus [GO:0071872]; cellular response to follicle-stimulating hormone stimulus [GO:0071372]; cellular response to lipopolysaccharide [GO:0071222]; establishment of endothelial barrier [GO:0061028]; multicellular organism growth [GO:0035264]; negative regulation of heart contraction [GO:0045822]; negative regulation of relaxation of cardiac muscle [GO:1901898]; neutrophil chemotaxis [GO:0030593]; neutrophil migration [GO:1990266]; ovulation from ovarian follicle [GO:0001542]; regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1902514]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of heart rate [GO:0002027]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; smooth muscle contraction [GO:0006939]	GO:0001542; GO:0002027; GO:0004114; GO:0004115; GO:0005246; GO:0005737; GO:0005813; GO:0005891; GO:0006198; GO:0006939; GO:0010880; GO:0016324; GO:0030593; GO:0034704; GO:0034705; GO:0035264; GO:0044325; GO:0045822; GO:0046872; GO:0051117; GO:0061028; GO:0071222; GO:0071320; GO:0071372; GO:0071872; GO:0086004; GO:0141156; GO:1901844; GO:1901898; GO:1902514; GO:1990266	apical plasma membrane [GO:0016324]; calcium channel complex [GO:0034704]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; potassium channel complex [GO:0034705]; voltage-gated calcium channel complex [GO:0005891]	3',5'-cyclic-AMP phosphodiesterase activity [GO:0004115]; 3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; ATPase binding [GO:0051117]; calcium channel regulator activity [GO:0005246]; metal ion binding [GO:0046872]; transmembrane transporter binding [GO:0044325]
Porites_compressa_HIv1___RNAseq.g5495.t1	B8V7S0	5.84e-61	CUB and peptidase domain-containing protein 1	proteolysis [GO:0006508]	GO:0004252; GO:0005576; GO:0006508	extracellular region [GO:0005576]	serine-type endopeptidase activity [GO:0004252]
Porites_compressa_HIv1___RNAseq.g19454.t1	P46427	3.5e-17	Glutathione S-transferase 2 (EC 2.5.1.18) (GST class-pi)	glutathione metabolic process [GO:0006749]	GO:0004364; GO:0005829; GO:0006749	cytosol [GO:0005829]	glutathione transferase activity [GO:0004364]
Porites_compressa_HIv1___RNAseq.g26734.t1	Q8CG19	3.33e-42	Latent-transforming growth factor beta-binding protein 1 (LTBP-1) (Transforming growth factor beta-1-binding protein 1) (TGF-beta1-BP-1)	aorta development [GO:0035904]; coronary vasculature development [GO:0060976]; sequestering of TGFbeta in extracellular matrix [GO:0035583]; transforming growth factor beta receptor signaling pathway [GO:0007179]; ventricular septum development [GO:0003281]	GO:0001527; GO:0003281; GO:0005509; GO:0005576; GO:0007179; GO:0019838; GO:0031012; GO:0035583; GO:0035904; GO:0060976; GO:0062023; GO:0141069	collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; microfibril [GO:0001527]	calcium ion binding [GO:0005509]; growth factor binding [GO:0019838]; receptor ligand inhibitor activity [GO:0141069]
Porites_compressa_HIv1___TS.g26649.t1	Q68F70	0	Integrator complex subunit 4 (Int4)	RNA polymerase II transcription initiation surveillance [GO:0160240]; snRNA processing [GO:0016180]	GO:0005634; GO:0005737; GO:0016180; GO:0030674; GO:0032039; GO:0160232; GO:0160240	cytoplasm [GO:0005737]; INTAC complex [GO:0160232]; integrator complex [GO:0032039]; nucleus [GO:0005634]	protein-macromolecule adaptor activity [GO:0030674]
Porites_compressa_HIv1___RNAseq.g25600.t1	C6KFA3	6.86e-14	Adhesion G-protein coupled receptor G6 (G-protein coupled receptor 126) [Cleaved into: Adhesion G-protein coupled receptor G6, N-terminal fragment (ADGRG6 N-terminal fragment) (ADGRG6-NTF); Adhesion G-protein coupled receptor G6, C-terminal fragment (ADGRG6 C-terminal fragment) (ADGRG6-CTF)]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; cartilage development [GO:0051216]; cell surface receptor signaling pathway [GO:0007166]; ear development [GO:0043583]; heart development [GO:0007507]; heart trabecula formation [GO:0060347]; mitochondrion organization [GO:0007005]; myelination [GO:0042552]; myelination in peripheral nervous system [GO:0022011]; myelination of posterior lateral line nerve axons [GO:0048932]; ossification [GO:0001503]; peripheral nervous system myelin formation [GO:0032290]; regulation of bone mineralization [GO:0030500]; regulation of sprouting angiogenesis [GO:1903670]; Schwann cell differentiation [GO:0014037]; semicircular canal fusion [GO:0060879]	GO:0001503; GO:0004930; GO:0005518; GO:0005886; GO:0007005; GO:0007166; GO:0007188; GO:0007189; GO:0007193; GO:0007507; GO:0014037; GO:0022011; GO:0030500; GO:0032290; GO:0042552; GO:0043236; GO:0043583; GO:0048932; GO:0050840; GO:0051216; GO:0060347; GO:0060879; GO:1903670	plasma membrane [GO:0005886]	collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]; G protein-coupled receptor activity [GO:0004930]; laminin binding [GO:0043236]
Porites_compressa_HIv1___RNAseq.g33758.t1	Q5RAS8	1.02e-32	Vacuolar ATPase assembly protein VMA12 (Transmembrane protein 199)	cellular response to increased oxygen levels [GO:0036295]; intracellular iron ion homeostasis [GO:0006879]; lysosomal lumen acidification [GO:0007042]; lysosomal protein catabolic process [GO:1905146]; vacuolar proton-transporting V-type ATPase complex assembly [GO:0070072]	GO:0005764; GO:0005783; GO:0005789; GO:0006879; GO:0007042; GO:0008142; GO:0016471; GO:0030663; GO:0033116; GO:0036295; GO:0070072; GO:1905146	COPI-coated vesicle membrane [GO:0030663]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; lysosome [GO:0005764]; vacuolar proton-transporting V-type ATPase complex [GO:0016471]	oxysterol binding [GO:0008142]
Porites_compressa_HIv1___RNAseq.16084_t	O77764	3.58e-07	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; immune response [GO:0006955]; necroptotic signaling pathway [GO:0097527]; negative regulation of protein-containing complex disassembly [GO:0043242]; positive regulation of apoptotic process [GO:0043065]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of MAP kinase activity [GO:0043406]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of protein-containing complex disassembly [GO:0043243]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of biological quality [GO:0065008]; regulation of developmental process [GO:0050793]; regulation of multicellular organismal process [GO:0051239]; regulation of secretion [GO:0051046]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; vascular endothelial growth factor production [GO:0010573]	GO:0001934; GO:0005125; GO:0005164; GO:0005615; GO:0005886; GO:0006955; GO:0008625; GO:0009986; GO:0010573; GO:0033209; GO:0043065; GO:0043123; GO:0043242; GO:0043243; GO:0043406; GO:0043507; GO:0045944; GO:0050793; GO:0051046; GO:0051092; GO:0051239; GO:0065008; GO:0097527; GO:2001238	cell surface [GO:0009986]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]	cytokine activity [GO:0005125]; tumor necrosis factor receptor binding [GO:0005164]
Porites_compressa_HIv1___RNAseq.g26706.t1	Q5TZA2	7.54e-83	Rootletin (Ciliary rootlet coiled-coil protein)	cellular homeostasis [GO:0019725]; centriole-centriole cohesion [GO:0010457]; centrosome cycle [GO:0007098]; ciliary basal body organization [GO:0032053]; epithelial structure maintenance [GO:0010669]; establishment of localization in cell [GO:0051649]; establishment of organelle localization [GO:0051656]; photoreceptor cell maintenance [GO:0045494]; positive regulation of cilium assembly [GO:0045724]; positive regulation of protein localization to cilium [GO:1903566]; protein localization [GO:0008104]; protein localization to organelle [GO:0033365]	GO:0001917; GO:0003779; GO:0005198; GO:0005200; GO:0005813; GO:0005814; GO:0005829; GO:0005886; GO:0007098; GO:0008104; GO:0010457; GO:0010669; GO:0015629; GO:0019725; GO:0019894; GO:0032053; GO:0033365; GO:0035253; GO:0036064; GO:0045494; GO:0045724; GO:0051649; GO:0051656; GO:0070062; GO:0097386; GO:0097729; GO:0120219; GO:1903566	9+2 motile cilium [GO:0097729]; actin cytoskeleton [GO:0015629]; centriole [GO:0005814]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; ciliary rootlet [GO:0035253]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; glial cell projection [GO:0097386]; photoreceptor inner segment [GO:0001917]; plasma membrane [GO:0005886]; subapical part of cell [GO:0120219]	actin binding [GO:0003779]; kinesin binding [GO:0019894]; structural constituent of cytoskeleton [GO:0005200]; structural molecule activity [GO:0005198]
Porites_compressa_HIv1___RNAseq.g25602.t1	Q7ZT72	1.49e-31	Ficolin-1-B	complement activation, lectin pathway [GO:0001867]	GO:0001867; GO:0003823; GO:0005102; GO:0005581; GO:0005615; GO:0030246; GO:0046872; GO:0062023; GO:0097367	collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular space [GO:0005615]	antigen binding [GO:0003823]; carbohydrate binding [GO:0030246]; carbohydrate derivative binding [GO:0097367]; metal ion binding [GO:0046872]; signaling receptor binding [GO:0005102]
Porites_compressa_HIv1___RNAseq.g40347.t1	P06914	5.36e-07	Circumsporozoite protein (CS) [Cleaved into: Circumsporozoite protein C-terminus]		GO:0005737; GO:0005886; GO:0009986; GO:0098552	cell surface [GO:0009986]; cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; side of membrane [GO:0098552]	
Porites_compressa_HIv1___TS.g9499.t1	A2VDD2	2.09e-23	Dynein light chain Tctex-type 5-B (Tctex1 domain-containing protein 1-B)	microtubule-based movement [GO:0007018]	GO:0005737; GO:0005868; GO:0007018; GO:0045505	cytoplasm [GO:0005737]; cytoplasmic dynein complex [GO:0005868]	dynein intermediate chain binding [GO:0045505]
Porites_compressa_HIv1___RNAseq.g1824.t1	P12694	3.22e-64	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	branched-chain amino acid catabolic process [GO:0009083]	GO:0003863; GO:0005739; GO:0005759; GO:0009083; GO:0016831; GO:0046872; GO:0160157	branched-chain alpha-ketoacid dehydrogenase complex [GO:0160157]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity [GO:0003863]; carboxy-lyase activity [GO:0016831]; metal ion binding [GO:0046872]
Porites_compressa_HIv1___RNAseq.g20513.t1	Q7TN88	5.34e-101	Polycystin-1-like protein 2 (Polycystin-1L2) (PC1-like 2 protein) (Polycystic kidney disease protein 1-like 2)		GO:0001965; GO:0005509; GO:0016020; GO:0030246	membrane [GO:0016020]	calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; G-protein alpha-subunit binding [GO:0001965]
Porites_compressa_HIv1___RNAseq.g5497.t1	Q9CQ86	3.14e-12	Migration and invasion enhancer 1	apoptotic process [GO:0006915]; negative regulation of apoptotic process [GO:0043066]; positive regulation of cell migration [GO:0030335]; positive regulation of filopodium assembly [GO:0051491]	GO:0005829; GO:0006915; GO:0009898; GO:0030335; GO:0043066; GO:0051491	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]	
Porites_compressa_HIv1___RNAseq.g24956.t1	Q7T0Y4	0	Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164)	axonemal dynein complex assembly [GO:0070286]; cilium-dependent cell motility [GO:0060285]; regulation of cilium movement [GO:0003352]	GO:0003352; GO:0005858; GO:0005930; GO:0031514; GO:0060285; GO:0070286	axonemal dynein complex [GO:0005858]; axoneme [GO:0005930]; motile cilium [GO:0031514]	
Porites_compressa_HIv1___RNAseq.g2823.t1	Q91FR3	2.14e-07	Uncharacterized protein 259R		GO:0016020	membrane [GO:0016020]	
Porites_compressa_HIv1___RNAseq.g2626.t1	Q61555	8.22e-15	Fibrillin-2 [Cleaved into: Placensin]	bone trabecula formation [GO:0060346]; camera-type eye development [GO:0043010]; embryonic eye morphogenesis [GO:0048048]; embryonic limb morphogenesis [GO:0030326]; limb morphogenesis [GO:0035108]; positive regulation of bone mineralization [GO:0030501]; positive regulation of osteoblast differentiation [GO:0045669]; sequestering of TGFbeta in extracellular matrix [GO:0035583]	GO:0001527; GO:0005179; GO:0005509; GO:0005576; GO:0030326; GO:0030501; GO:0035108; GO:0035583; GO:0043010; GO:0045669; GO:0048048; GO:0060346; GO:0062023	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; microfibril [GO:0001527]	calcium ion binding [GO:0005509]; hormone activity [GO:0005179]
Porites_compressa_HIv1___RNAseq.g15575.t2	Q9GLP1	1.67e-20	Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	blood circulation [GO:0008015]; blood coagulation [GO:0007596]	GO:0005507; GO:0005576; GO:0007596; GO:0008015; GO:0031091	extracellular region [GO:0005576]; platelet alpha granule [GO:0031091]	copper ion binding [GO:0005507]
Porites_compressa_HIv1___RNAseq.g30368.t1	Q0P5L5	9.37e-159	Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1)	post-translational protein modification [GO:0043687]; protein oxidation [GO:0018158]	GO:0005783; GO:0005788; GO:0018158; GO:0042802; GO:0043687; GO:0120147; GO:1903135	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]	cupric ion binding [GO:1903135]; formylglycine-generating oxidase activity [GO:0120147]; identical protein binding [GO:0042802]
Porites_compressa_HIv1___RNAseq.g20841.t1	P07845	2.07e-51	DELTA-stichotoxin-She4b (DELTA-SHTX-She4b) (Cytolysin III) (Sticholysin II) (St II) (St-II) (StII) (StnII) (Sticholysin-2) (STCH2)	cytolysis in another organism [GO:0051715]; monoatomic cation transport [GO:0006812]; pore complex assembly [GO:0046931]	GO:0005576; GO:0006812; GO:0015267; GO:0042151; GO:0042802; GO:0044218; GO:0046930; GO:0046931; GO:0051715; GO:0090729	extracellular region [GO:0005576]; nematocyst [GO:0042151]; other organism cell membrane [GO:0044218]; pore complex [GO:0046930]	channel activity [GO:0015267]; identical protein binding [GO:0042802]; toxin activity [GO:0090729]
Porites_compressa_HIv1___TS.g14946.t1	Q9H0J4	2.57e-18	Glutamine-rich protein 2	cell projection assembly [GO:0030031]; flagellated sperm motility [GO:0030317]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]	GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059	cytoplasm [GO:0005737]; nuclear membrane [GO:0031965]; sperm flagellum [GO:0036126]	
Porites_compressa_HIv1___RNAseq.g39733.t1	A3KMX0	0	DNA excision repair protein ERCC-6-like 2 (EC 3.6.4.-)	DNA damage response [GO:0006974]; interstrand cross-link repair [GO:0036297]	GO:0000775; GO:0003677; GO:0004386; GO:0005524; GO:0005634; GO:0005739; GO:0005813; GO:0006974; GO:0016787; GO:0036297	centrosome [GO:0005813]; chromosome, centromeric region [GO:0000775]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]
Porites_compressa_HIv1___RNAseq.g20269.t1	Q5M7W6	1.76e-10	Protein FAM234A (Protein ITFG3)		GO:0009986; GO:0016020	cell surface [GO:0009986]; membrane [GO:0016020]	
Porites_compressa_HIv1___TS.g8264.t1	Q96P65	4.22e-11	Pyroglutamylated RF-amide peptide receptor (AQ27) (G-protein coupled receptor 103) (Orexigenic neuropeptide QRFP receptor) (SP9155)	cellular response to hormone stimulus [GO:0032870]; G protein-coupled receptor signaling pathway [GO:0007186]	GO:0004930; GO:0004983; GO:0005886; GO:0007186; GO:0016020; GO:0032870	membrane [GO:0016020]; plasma membrane [GO:0005886]	G protein-coupled receptor activity [GO:0004930]; neuropeptide Y receptor activity [GO:0004983]
Porites_compressa_HIv1___RNAseq.g18573.t1	Q8IYW2	1.46e-34	Cilia- and flagella-associated protein 46 (Tetratricopeptide repeat protein 40)	axoneme assembly [GO:0035082]; cilium movement involved in cell motility [GO:0060294]	GO:0005930; GO:0035082; GO:0060294	axoneme [GO:0005930]	
Porites_compressa_HIv1___RNAseq.g9747.t2	Q767L8	4.1e-49	Mediator of DNA damage checkpoint protein 1	DNA repair [GO:0006281]; DNA replication checkpoint signaling [GO:0000076]; protein localization to site of double-strand break [GO:1990166]	GO:0000076; GO:0005634; GO:0005694; GO:0006281; GO:0035861; GO:0140463; GO:0140566; GO:1990166	chromosome [GO:0005694]; nucleus [GO:0005634]; site of double-strand break [GO:0035861]	chromatin-protein adaptor activity [GO:0140463]; histone reader activity [GO:0140566]
Porites_compressa_HIv1___RNAseq.g2015.t1	Q4W4Y0	2e-06	Dopamine receptor-interacting protein 1	cAMP-mediated signaling [GO:0019933]; G protein-coupled dopamine receptor signaling pathway [GO:0007212]; gene expression [GO:0010467]; memory [GO:0007613]; neurogenesis [GO:0022008]; NMDA selective glutamate receptor signaling pathway [GO:0098989]	GO:0007212; GO:0007613; GO:0010467; GO:0019933; GO:0022008; GO:0098989		
