query	blast_hit	evalue	ProteinNames	BiologicalProcess	GeneOntologyIDs	CellularComponent	MolecularFunction
Pocillopora_acuta_HIv2___RNAseq.g26734.t1	Q6MG82	7.97e-15	Proline-rich transmembrane protein 1 (Dispanin subfamily D member 1) (DSPD1) (Synapse differentiation-induced protein 4) (SynDIG4)	learning or memory [GO:0007611]; long-term synaptic depression [GO:0060292]; long-term synaptic potentiation [GO:0060291]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein phosphorylation [GO:0006468]; regulation of AMPA receptor activity [GO:2000311]; synapse organization [GO:0050808]	GO:0006468; GO:0007611; GO:0008104; GO:0016020; GO:0030545; GO:0030672; GO:0034394; GO:0045211; GO:0050808; GO:0060291; GO:0060292; GO:0098839; GO:0098978; GO:2000311	glutamatergic synapse [GO:0098978]; membrane [GO:0016020]; postsynaptic density membrane [GO:0098839]; postsynaptic membrane [GO:0045211]; synaptic vesicle membrane [GO:0030672]	signaling receptor regulator activity [GO:0030545]
Pocillopora_acuta_HIv2___RNAseq.g25600.t1	A7SAZ1	1.69e-60	UPF0669 protein v1g209471		GO:0005576	extracellular region [GO:0005576]	
Pocillopora_acuta_HIv2___RNAseq.g7133.t1	A0A7J6K144	7.89e-08	Cysteine repeat modular protein A (CRMPA) (TgCRMPa) (Kringle domain-containing protein)	exocytosis [GO:0006887]	GO:0005783; GO:0005794; GO:0005886; GO:0006887	endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]	
Pocillopora_acuta_HIv2___RNAseq.g22885.t1	P29773	1.97e-36	Protein C-ets-2	cell differentiation [GO:0030154]	GO:0000981; GO:0005634; GO:0030154; GO:0043565	nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; sequence-specific DNA binding [GO:0043565]
Pocillopora_acuta_HIv2___RNAseq.g1824.t1	Q08830	5.32e-18	Fibrinogen-like protein 1 (HP-041) (Hepassocin) (HPS) (Hepatocyte-derived fibrinogen-related protein 1) (HFREP-1) (Liver fibrinogen-related protein 1) (LFIRE-1)	adaptive immune response [GO:0002250]; blood coagulation [GO:0007596]; hepatocyte proliferation [GO:0072574]; negative regulation of T cell activation [GO:0050868]; regulation of immune response [GO:0050776]	GO:0002250; GO:0005576; GO:0005577; GO:0005615; GO:0007596; GO:0050776; GO:0050868; GO:0062023; GO:0072574	collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; fibrinogen complex [GO:0005577]	
Pocillopora_acuta_HIv2___RNAseq.g24956.t1	Q28DL4	2.59e-20	TNF receptor-associated factor 6 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF6) (RING-type E3 ubiquitin transferase TRAF6)	intracellular signaling cassette [GO:0141124]; protein K63-linked ubiquitination [GO:0070534]; regulation of apoptotic process [GO:0042981]; regulation of canonical NF-kappaB signal transduction [GO:0043122]; regulation of metabolic process [GO:0019222]	GO:0004842; GO:0005164; GO:0005634; GO:0005811; GO:0005938; GO:0008270; GO:0019222; GO:0042981; GO:0043122; GO:0070534; GO:0141124	cell cortex [GO:0005938]; lipid droplet [GO:0005811]; nucleus [GO:0005634]	tumor necrosis factor receptor binding [GO:0005164]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g9023.t1	P50481	2.05e-17	LIM/homeobox protein Lhx3 (LIM homeobox protein 3) (Homeobox protein LIM-3) (Homeobox protein P-LIM)	apoptotic process [GO:0006915]; dorsal/ventral pattern formation [GO:0009953]; inner ear development [GO:0048839]; lung development [GO:0030324]; medial motor column neuron differentiation [GO:0021526]; motor neuron axon guidance [GO:0008045]; negative regulation of apoptotic process [GO:0043066]; pituitary gland development [GO:0021983]; placenta development [GO:0001890]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; prolactin secreting cell differentiation [GO:0060127]; somatotropin secreting cell differentiation [GO:0060126]; spinal cord association neuron differentiation [GO:0021527]; spinal cord motor neuron cell fate specification [GO:0021520]; thyroid-stimulating hormone-secreting cell differentiation [GO:0060129]; ventral spinal cord interneuron specification [GO:0021521]	GO:0000785; GO:0000976; GO:0001221; GO:0001223; GO:0001228; GO:0001890; GO:0005634; GO:0005654; GO:0005667; GO:0006915; GO:0008045; GO:0008270; GO:0009953; GO:0021520; GO:0021521; GO:0021526; GO:0021527; GO:0021983; GO:0030324; GO:0043066; GO:0045893; GO:0045944; GO:0048839; GO:0060126; GO:0060127; GO:0060129; GO:0061629	chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription regulator complex [GO:0005667]	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; RNA polymerase II-specific DNA-binding transcription factor binding [GO:0061629]; transcription cis-regulatory region binding [GO:0000976]; transcription coactivator binding [GO:0001223]; transcription coregulator binding [GO:0001221]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g2823.t1	E9Q236	2.16e-44	ATP-binding cassette sub-family C member 4 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Multidrug resistance-associated protein 4)	bile acid and bile salt transport [GO:0015721]; cAMP transport [GO:0070730]; cilium assembly [GO:0060271]; export across plasma membrane [GO:0140115]; fatty acid derivative transport [GO:1901571]; leukotriene transport [GO:0071716]; organic hydroxy compound transport [GO:0015850]; prostaglandin secretion [GO:0032310]; prostaglandin transport [GO:0015732]; urate transport [GO:0015747]; xenobiotic transmembrane transport [GO:0006855]	GO:0001409; GO:0005524; GO:0005730; GO:0005794; GO:0005886; GO:0006855; GO:0008559; GO:0015132; GO:0015143; GO:0015431; GO:0015432; GO:0015562; GO:0015665; GO:0015721; GO:0015732; GO:0015747; GO:0015850; GO:0016020; GO:0016323; GO:0016324; GO:0016887; GO:0031088; GO:0032310; GO:0034634; GO:0042626; GO:0042910; GO:0060271; GO:0070730; GO:0071716; GO:0140115; GO:1901571	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; Golgi apparatus [GO:0005794]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088]	ABC-type bile acid transporter activity [GO:0015432]; ABC-type glutathione S-conjugate transporter activity [GO:0015431]; ABC-type xenobiotic transporter activity [GO:0008559]; alcohol transmembrane transporter activity [GO:0015665]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]; efflux transmembrane transporter activity [GO:0015562]; glutathione transmembrane transporter activity [GO:0034634]; guanine nucleotide transmembrane transporter activity [GO:0001409]; prostaglandin transmembrane transporter activity [GO:0015132]; urate transmembrane transporter activity [GO:0015143]; xenobiotic transmembrane transporter activity [GO:0042910]
Pocillopora_acuta_HIv2___RNAseq.g15699.t1	P54357	2.64e-35	Myosin-2 essential light chain (Myosin II essential light chain) (Non-muscle myosin essential light chain)	actin filament-based movement [GO:0030048]	GO:0005509; GO:0005829; GO:0016460; GO:0017022; GO:0030048; GO:0031475; GO:0031476; GO:0031477; GO:0032036	cytosol [GO:0005829]; myosin II complex [GO:0016460]; myosin V complex [GO:0031475]; myosin VI complex [GO:0031476]; myosin VII complex [GO:0031477]	calcium ion binding [GO:0005509]; myosin binding [GO:0017022]; myosin heavy chain binding [GO:0032036]
Pocillopora_acuta_HIv2___RNAseq.g876.t1	Q28G87	6.56e-51	La-related protein 7 (La ribonucleoprotein domain family member 7)	box C/D sno(s)RNA 3'-end processing [GO:0000494]; cell differentiation [GO:0030154]; mRNA processing [GO:0006397]; positive regulation of protein localization to Cajal body [GO:1904871]; positive regulation of snRNA transcription by RNA polymerase II [GO:1905382]; regulation of mRNA splicing, via spliceosome [GO:0048024]; RNA splicing [GO:0008380]; spermatogenesis [GO:0007283]; U6 2'-O-snRNA methylation [GO:1990438]	GO:0000494; GO:0005634; GO:0005654; GO:0006397; GO:0007283; GO:0008380; GO:0017070; GO:0030154; GO:0048024; GO:0097322; GO:1904871; GO:1905382; GO:1990438; GO:1990904	nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]	7SK snRNA binding [GO:0097322]; U6 snRNA binding [GO:0017070]
Pocillopora_acuta_HIv2___RNAseq.g20269.t1	Q6V0I7	1.4e-22	Protocadherin Fat 4 (hFat4) (Cadherin family member 14) (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)	cell-cell adhesion [GO:0098609]; cerebral cortex development [GO:0021987]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; hippo signaling [GO:0035329]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; neurogenesis [GO:0022008]	GO:0005509; GO:0005886; GO:0007156; GO:0007157; GO:0021987; GO:0022008; GO:0035329; GO:0070062; GO:0098609	extracellular exosome [GO:0070062]; plasma membrane [GO:0005886]	calcium ion binding [GO:0005509]
Pocillopora_acuta_HIv2___TS.g26831.t1b	P51570	7.43e-146	Galactokinase (EC 2.7.1.6) (Galactose kinase)	galactitol metabolic process [GO:0019402]; galactose catabolic process via UDP-galactose, Leloir pathway [GO:0033499]; galactose metabolic process [GO:0006012]; glycolytic process from galactose [GO:0061623]	GO:0004335; GO:0005524; GO:0005534; GO:0005737; GO:0005829; GO:0006012; GO:0016020; GO:0019402; GO:0033499; GO:0061623; GO:0070062	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]	ATP binding [GO:0005524]; galactokinase activity [GO:0004335]; galactose binding [GO:0005534]
Pocillopora_acuta_HIv2___TS.g26831.t1a	O95639	1.2e-118	Cleavage and polyadenylation specificity factor subunit 4 (Cleavage and polyadenylation specificity factor 30 kDa subunit) (CPSF 30 kDa subunit) (NS1 effector domain-binding protein 1) (Neb-1) (No arches homolog)	mRNA processing [GO:0006397]	GO:0003723; GO:0005654; GO:0005847; GO:0006397; GO:0008270; GO:0043231; GO:1990837	intracellular membrane-bounded organelle [GO:0043231]; mRNA cleavage and polyadenylation specificity factor complex [GO:0005847]; nucleoplasm [GO:0005654]	RNA binding [GO:0003723]; sequence-specific double-stranded DNA binding [GO:1990837]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g8079.t1	Q9P2E3	9.74e-146	NFX1-type zinc finger-containing protein 1	activation of innate immune response [GO:0002218]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; negative regulation of viral genome replication [GO:0045071]; regulatory ncRNA-mediated heterochromatin formation [GO:0031048]	GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607	cytoplasmic stress granule [GO:0010494]; mitochondrial outer membrane [GO:0005741]; nuclear RNA-directed RNA polymerase complex [GO:0031380]	helicase activity [GO:0004386]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]
Pocillopora_acuta_HIv2___RNAseq.g3332.t1a	Q9UKA2	2.74e-156	F-box/LRR-repeat protein 4 (F-box and leucine-rich repeat protein 4) (F-box protein FBL4/FBL5)	autophagy of mitochondrion [GO:0000422]; negative regulation of mitophagy [GO:1901525]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0000151; GO:0000422; GO:0005739; GO:0005741; GO:0005758; GO:0005829; GO:0006511; GO:0016607; GO:0019005; GO:0031146; GO:1901525; GO:1990756	cytosol [GO:0005829]; mitochondrial intermembrane space [GO:0005758]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin ligase complex [GO:0000151]	ubiquitin-like ligase-substrate adaptor activity [GO:1990756]
Pocillopora_acuta_HIv2___RNAseq.g10995.t1	P00993	3.89e-17	Chelonianin (Basic protease inhibitor) (RTPI)		GO:0004867; GO:0005576	extracellular region [GO:0005576]	serine-type endopeptidase inhibitor activity [GO:0004867]
Pocillopora_acuta_HIv2___RNAseq.g16661.t1	Q8TDN4	6.38e-65	CDK5 and ABL1 enzyme substrate 1 (Interactor with CDK3 1) (Ik3-1)	cell division [GO:0051301]; nervous system development [GO:0007399]; regulation of cell cycle [GO:0051726]	GO:0005634; GO:0005829; GO:0007399; GO:0051301; GO:0051726	cytosol [GO:0005829]; nucleus [GO:0005634]	
Pocillopora_acuta_HIv2___TS.g3331.t1	Q13443	8.14e-19	Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	amyloid precursor protein catabolic process [GO:0042987]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell migration [GO:0016477]; cell-cell adhesion mediated by integrin [GO:0033631]; cell-matrix adhesion [GO:0007160]; cellular response to lipopolysaccharide [GO:0071222]; integrin-mediated signaling pathway [GO:0007229]; keratinocyte differentiation [GO:0030216]; membrane protein ectodomain proteolysis [GO:0006509]; membrane protein intracellular domain proteolysis [GO:0031293]; monocyte activation [GO:0042117]; positive regulation of cell adhesion mediated by integrin [GO:0033630]; positive regulation of cell migration [GO:0030335]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of macrophage fusion [GO:0034241]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of protein secretion [GO:0050714]; protein processing [GO:0016485]; response to calcium ion [GO:0051592]; response to glucocorticoid [GO:0051384]; response to hydrogen peroxide [GO:0042542]; response to manganese ion [GO:0010042]; response to tumor necrosis factor [GO:0034612]; transforming growth factor beta receptor signaling pathway [GO:0007179]	GO:0004222; GO:0005080; GO:0005178; GO:0005518; GO:0005615; GO:0005886; GO:0005925; GO:0006509; GO:0007155; GO:0007160; GO:0007179; GO:0007229; GO:0008237; GO:0009897; GO:0009986; GO:0010042; GO:0016477; GO:0016485; GO:0017124; GO:0030216; GO:0030335; GO:0031293; GO:0033627; GO:0033630; GO:0033631; GO:0034241; GO:0034612; GO:0042117; GO:0042542; GO:0042987; GO:0043236; GO:0043410; GO:0046872; GO:0050714; GO:0051044; GO:0051384; GO:0051549; GO:0051592; GO:0070062; GO:0071222; GO:1902945	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; focal adhesion [GO:0005925]; plasma membrane [GO:0005886]	collagen binding [GO:0005518]; integrin binding [GO:0005178]; laminin binding [GO:0043236]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]; metalloendopeptidase activity involved in amyloid precursor protein catabolic process [GO:1902945]; metallopeptidase activity [GO:0008237]; protein kinase C binding [GO:0005080]; SH3 domain binding [GO:0017124]
Pocillopora_acuta_HIv2___RNAseq.g29251.t1	P10499	2.86e-111	Potassium voltage-gated channel subfamily A member 1 (RBKI) (RCK1) (Voltage-gated potassium channel subunit Kv1.1)	action potential [GO:0001508]; axon development [GO:0061564]; brain development [GO:0007420]; cell communication by electrical coupling [GO:0010644]; cellular response to magnesium ion [GO:0071286]; cerebral cortex development [GO:0021987]; corpus callosum development [GO:0022038]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of mechanical stimulus involved in sensory perception of touch [GO:0050976]; hippocampus development [GO:0021766]; magnesium ion homeostasis [GO:0010960]; membrane repolarization during action potential [GO:0086011]; neuroblast proliferation [GO:0007405]; neuromuscular process [GO:0050905]; neuronal action potential [GO:0019228]; neuronal signal transduction [GO:0023041]; optic nerve development [GO:0021554]; potassium ion transmembrane transport [GO:0071805]; protein homooligomerization [GO:0051260]; protein localization [GO:0008104]; regulation of membrane potential [GO:0042391]; regulation of muscle contraction [GO:0006937]; startle response [GO:0001964]	GO:0001508; GO:0001964; GO:0005249; GO:0005251; GO:0005783; GO:0005829; GO:0005886; GO:0006937; GO:0007405; GO:0007420; GO:0008076; GO:0008104; GO:0009986; GO:0010644; GO:0010960; GO:0016020; GO:0016324; GO:0019228; GO:0021554; GO:0021766; GO:0021987; GO:0022038; GO:0023041; GO:0030054; GO:0030424; GO:0030425; GO:0031410; GO:0033270; GO:0034705; GO:0042391; GO:0042734; GO:0043025; GO:0043194; GO:0043204; GO:0043679; GO:0044224; GO:0044305; GO:0045202; GO:0045211; GO:0050905; GO:0050966; GO:0050976; GO:0051260; GO:0061564; GO:0070161; GO:0071286; GO:0071805; GO:0086011; GO:0097718; GO:0098978; GO:0099508; GO:1905030	anchoring junction [GO:0070161]; apical plasma membrane [GO:0016324]; axon [GO:0030424]; axon initial segment [GO:0043194]; axon terminus [GO:0043679]; calyx of Held [GO:0044305]; cell junction [GO:0030054]; cell surface [GO:0009986]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; dendrite [GO:0030425]; endoplasmic reticulum [GO:0005783]; glutamatergic synapse [GO:0098978]; juxtaparanode region of axon [GO:0044224]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; paranode region of axon [GO:0033270]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; potassium channel complex [GO:0034705]; presynaptic membrane [GO:0042734]; synapse [GO:0045202]; voltage-gated potassium channel complex [GO:0008076]	delayed rectifier potassium channel activity [GO:0005251]; disordered domain specific binding [GO:0097718]; voltage-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential [GO:1905030]; voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential [GO:0099508]; voltage-gated potassium channel activity [GO:0005249]
