query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g29078.t1,calcium,,P48442,2.78e-109,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; bile acid secretion [GO:0032782]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion import [GO:0070509]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to peptide [GO:1901653]; cellular response to vitamin D [GO:0071305]; chloride transmembrane transport [GO:1902476]; detection of calcium ion [GO:0005513]; fat pad development [GO:0060613]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; JNK cascade [GO:0007254]; ossification [GO:0001503]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of calcium ion import [GO:0090280]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of vasoconstriction [GO:0045907]; regulation of calcium ion transport [GO:0051924]; regulation of presynaptic membrane potential [GO:0099505]; response to calcium ion [GO:0051592]; response to fibroblast growth factor [GO:0071774]; response to ischemia [GO:0002931]; response to metal ion [GO:0010038]; vasodilation [GO:0042311],GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042734; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:0098978; GO:0099505; GO:1901653; GO:1902476,apical plasma membrane [GO:0016324]; axon [GO:0030424]; axon terminus [GO:0043679]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; integrin binding [GO:0005178]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325],Extracellular calcium-sensing receptor
Pocillopora_acuta_HIv2___RNAseq.g2908.t1,SLC,,Q68F72,4.64e-100,Solute carrier family 15 member 4,"dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647],Solute carrier family 15 member 4
Pocillopora_acuta_HIv2___RNAseq.g2911.t1,SLC,,Q68F72,4e-94,Solute carrier family 15 member 4,"dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647],Solute carrier family 15 member 4
Pocillopora_acuta_HIv2___RNAseq.g2914.t1,SLC,,Q68F72,1.73e-99,Solute carrier family 15 member 4,"dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647],Solute carrier family 15 member 4
Pocillopora_acuta_HIv2___RNAseq.g2919.t1,SLC,,Q68F72,9.25e-94,Solute carrier family 15 member 4,"dipeptide import across plasma membrane [GO:0140206]; innate immune response [GO:0045087]; mast cell homeostasis [GO:0033023]; peptidoglycan transport [GO:0015835]; positive regulation of innate immune response [GO:0045089]; positive regulation of nucleotide-binding oligomerization domain containing 1 signaling pathway [GO:0070430]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; positive regulation of toll-like receptor 7 signaling pathway [GO:0034157]; positive regulation of toll-like receptor 8 signaling pathway [GO:0034161]; positive regulation of toll-like receptor 9 signaling pathway [GO:0034165]; protein transport [GO:0015031]; regulation of isotype switching to IgG isotypes [GO:0048302]; regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway [GO:0070424]",GO:0005290; GO:0005765; GO:0015031; GO:0015333; GO:0015647; GO:0015835; GO:0016020; GO:0031901; GO:0033023; GO:0034157; GO:0034161; GO:0034165; GO:0036020; GO:0045087; GO:0045089; GO:0048302; GO:0070424; GO:0070430; GO:0070434; GO:0071916; GO:0140206,early endosome membrane [GO:0031901]; endolysosome membrane [GO:0036020]; lysosomal membrane [GO:0005765]; membrane [GO:0016020],dipeptide transmembrane transporter activity [GO:0071916]; L-histidine transmembrane transporter activity [GO:0005290]; peptide:proton symporter activity [GO:0015333]; peptidoglycan transmembrane transporter activity [GO:0015647],Solute carrier family 15 member 4
Pocillopora_acuta_HIv2___RNAseq.g29227.t1,Bhattacharya2016,ASIC5,Q708S4,3.41e-78,Acid-sensing ion channel 4-A (ASIC4-A) (Acid-sensing ion channel 4.1) (Amiloride-sensitive cation channel 4-A) (ZASIC4.1),sodium ion transmembrane transport [GO:0035725],GO:0005248; GO:0005261; GO:0005886; GO:0015280; GO:0035725; GO:0045177,apical part of cell [GO:0045177]; plasma membrane [GO:0005886],ligand-gated sodium channel activity [GO:0015280]; monoatomic cation channel activity [GO:0005261]; voltage-gated sodium channel activity [GO:0005248],ASIC5
Pocillopora_acuta_HIv2___RNAseq.g29247.t1,"TRP, calcium",,Q8BLA8,2.35e-31,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g29250.t1,"TRP, calcium",,Q8BLA8,5.71e-44,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g2937.t1,SLC,,Q8SQG9,1.48e-20,Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (PDZ domain-containing protein NHERF-2) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2),protein localization to plasma membrane [GO:0072659],GO:0005634; GO:0012505; GO:0016324; GO:0031799; GO:0031800; GO:0043495; GO:0072659,apical plasma membrane [GO:0016324]; endomembrane system [GO:0012505]; nucleus [GO:0005634],protein-membrane adaptor activity [GO:0043495]; type 2 metabotropic glutamate receptor binding [GO:0031799]; type 3 metabotropic glutamate receptor binding [GO:0031800],Na(+)/H(+) exchange regulatory cofactor NHE-RF2
Pocillopora_acuta_HIv2___RNAseq.g29603.t1,SLC,,Q28615,3.45e-176,Solute carrier family 13 member 2 (Na(+)/dicarboxylate cotransporter 1) (NaDC-1) (Renal sodium/dicarboxylate cotransporter),alpha-ketoglutarate transport [GO:0015742]; cellular response to lithium ion [GO:0071285]; fumarate transport [GO:0015741]; succinate transmembrane transport [GO:0071422],GO:0015138; GO:0015139; GO:0015141; GO:0015741; GO:0015742; GO:0016324; GO:0017153; GO:0071285; GO:0071422,apical plasma membrane [GO:0016324],alpha-ketoglutarate transmembrane transporter activity [GO:0015139]; fumarate transmembrane transporter activity [GO:0015138]; sodium:dicarboxylate symporter activity [GO:0017153]; succinate transmembrane transporter activity [GO:0015141],Solute carrier family 13 member 2
Pocillopora_acuta_HIv2___RNAseq.g29936.t1,calcium,,Q01484,8.55e-15,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; atrial septum development [GO:0003283]; endocytosis [GO:0006897]; intracellular calcium ion homeostasis [GO:0006874]; membrane depolarization during SA node cell action potential [GO:0086046]; paranodal junction assembly [GO:0030913]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to organelle [GO:0033365]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of SA node cell action potential [GO:0098907]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to methylmercury [GO:0051597]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; ventricular cardiac muscle cell action potential [GO:0086005],GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0044325; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0099103; GO:0099104; GO:0140031; GO:1903288,A band [GO:0031672]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; costamere [GO:0043034]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; early endosome [GO:0005769]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018],ATPase binding [GO:0051117]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; enzyme binding [GO:0019899]; phosphorylation-dependent protein binding [GO:0140031]; potassium channel activator activity [GO:0099104]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325],Ankyrin-2
